DATAFLOW,LAST UPDATE,freq,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA19,2013-01-01,17.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA20,2013-01-01,17.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EE,2013-01-01,29.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,ES,2013-01-01,17.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EU27_2020,2013-01-01,16.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FI,2013-01-01,18.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FR,2013-01-01,15.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HR,2013-01-01,7.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HU,2013-01-01,18.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IE,2013-01-01,12.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IS,2013-01-01,19.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IT,2013-01-01,7.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LT,2013-01-01,12.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LU,2013-01-01,6.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LV,2013-01-01,16.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,MT,2013-01-01,9.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NL,2013-01-01,17.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NO,2013-01-01,15.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PL,2013-01-01,7.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PT,2013-01-01,13.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,RO,2013-01-01,4.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SE,2013-01-01,14.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SI,2013-01-01,6.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SK,2013-01-01,18.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,UK,2013-01-01,21.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,AT,2014-01-01,22.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BE,2014-01-01,6.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BG,2014-01-01,14.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CH,2014-01-01,17.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CY,2014-01-01,14.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CZ,2014-01-01,22.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DE,2014-01-01,22.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DK,2014-01-01,16.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA19,2014-01-01,16.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA20,2014-01-01,16.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EE,2014-01-01,28.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EL,2014-01-01,12.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,ES,2014-01-01,14.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EU27_2020,2014-01-01,15.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FI,2014-01-01,18.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FR,2014-01-01,15.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HR,2014-01-01,8.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HU,2014-01-01,15.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IE,2014-01-01,13.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IS,2014-01-01,16.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IT,2014-01-01,6.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LT,2014-01-01,13.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LU,2014-01-01,5.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LV,2014-01-01,17.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,ME,2014-01-01,7.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,MK,2014-01-01,9.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,MT,2014-01-01,10.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NL,2014-01-01,17.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NO,2014-01-01,14.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PL,2014-01-01,7.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PT,2014-01-01,14.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,RO,2014-01-01,4.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,RS,2014-01-01,8.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SE,2014-01-01,13.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SI,2014-01-01,7.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SK,2014-01-01,19.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,TR,2014-01-01,-1.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,UK,2014-01-01,20.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,AT,2015-01-01,21.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BE,2015-01-01,6.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BG,2015-01-01,15.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CH,2015-01-01,17.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CY,2015-01-01,13.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CZ,2015-01-01,22.5,d,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DE,2015-01-01,21.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DK,2015-01-01,15.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA19,2015-01-01,16.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA20,2015-01-01,16.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EE,2015-01-01,26.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,ES,2015-01-01,14.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EU27_2020,2015-01-01,15.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FI,2015-01-01,17.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FR,2015-01-01,15.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HU,2015-01-01,14.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IE,2015-01-01,13.9,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IS,2015-01-01,17.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IT,2015-01-01,5.5,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LT,2015-01-01,14.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LU,2015-01-01,4.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LV,2015-01-01,18.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,MT,2015-01-01,10.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NL,2015-01-01,16.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NO,2015-01-01,16.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PL,2015-01-01,7.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PT,2015-01-01,16.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,RO,2015-01-01,5.6,e,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SE,2015-01-01,14.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SI,2015-01-01,8.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SK,2015-01-01,19.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,UK,2015-01-01,21.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,AT,2016-01-01,20.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BE,2016-01-01,6.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BG,2016-01-01,14.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CH,2016-01-01,17.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CY,2016-01-01,12.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CZ,2016-01-01,21.5,d,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DE,2016-01-01,21.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DK,2016-01-01,15.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA19,2016-01-01,16.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA20,2016-01-01,16.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EE,2016-01-01,24.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,ES,2016-01-01,14.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EU27_2020,2016-01-01,15.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FI,2016-01-01,17.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FR,2016-01-01,15.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HR,2016-01-01,11.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HU,2016-01-01,14.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IE,2016-01-01,14.2,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IS,2016-01-01,15.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IT,2016-01-01,5.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LT,2016-01-01,14.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LU,2016-01-01,3.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LV,2016-01-01,19.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,MT,2016-01-01,11.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NL,2016-01-01,15.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NO,2016-01-01,14.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PL,2016-01-01,7.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PT,2016-01-01,13.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,RO,2016-01-01,4.8,e,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SE,2016-01-01,13.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SI,2016-01-01,8.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SK,2016-01-01,19.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,UK,2016-01-01,20.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,AT,2017-01-01,20.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BE,2017-01-01,5.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BG,2017-01-01,14.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CH,2017-01-01,17.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CY,2017-01-01,11.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CZ,2017-01-01,21.1,d,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DE,2017-01-01,20.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DK,2017-01-01,14.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA19,2017-01-01,15.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA20,2017-01-01,15.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EE,2017-01-01,24.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,ES,2017-01-01,13.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EU27_2020,2017-01-01,14.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FI,2017-01-01,17.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FR,2017-01-01,16.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HR,2017-01-01,12.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HU,2017-01-01,15.9,b,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IE,2017-01-01,14.4,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IS,2017-01-01,15.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IT,2017-01-01,5.0,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LT,2017-01-01,15.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LU,2017-01-01,2.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LV,2017-01-01,19.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,MT,2017-01-01,13.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NL,2017-01-01,15.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NO,2017-01-01,13.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PL,2017-01-01,7.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PT,2017-01-01,10.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,RO,2017-01-01,2.9,e,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SE,2017-01-01,12.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SI,2017-01-01,8.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SK,2017-01-01,20.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,UK,2017-01-01,20.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,AL,2018-01-01,6.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,AT,2018-01-01,20.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BE,2018-01-01,5.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BG,2018-01-01,13.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CH,2018-01-01,18.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CY,2018-01-01,10.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CZ,2018-01-01,20.1,d,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DE,2018-01-01,20.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DK,2018-01-01,14.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA19,2018-01-01,15.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA20,2018-01-01,15.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EE,2018-01-01,21.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EL,2018-01-01,10.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,ES,2018-01-01,11.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EU27_2020,2018-01-01,14.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FI,2018-01-01,16.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FR,2018-01-01,16.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HR,2018-01-01,11.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HU,2018-01-01,14.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IE,2018-01-01,11.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IS,2018-01-01,13.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IT,2018-01-01,5.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LT,2018-01-01,14.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LU,2018-01-01,1.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LV,2018-01-01,19.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,MT,2018-01-01,13.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NL,2018-01-01,14.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NO,2018-01-01,13.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PL,2018-01-01,8.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PT,2018-01-01,8.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,RO,2018-01-01,2.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,RS,2018-01-01,9.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SE,2018-01-01,12.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SI,2018-01-01,9.3,,
