DATAFLOW,LAST UPDATE,freq,unit,worktime,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,LU,2014-01-01,7.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,LV,2014-01-01,20.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,ME,2014-01-01,7.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,MK,2014-01-01,9.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,MT,2014-01-01,11.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,NL,2014-01-01,13.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,NO,2014-01-01,12.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,PL,2014-01-01,7.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,PT,2014-01-01,14.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,RS,2014-01-01,9.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,SE,2014-01-01,11.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,SK,2014-01-01,19.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,TR,2014-01-01,-1.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,UK,2014-01-01,15.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,AT,2014-01-01,12.9,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,BE,2014-01-01,3.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,BG,2014-01-01,4.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,CH,2014-01-01,14.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,CY,2014-01-01,9.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,DE,2014-01-01,-0.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,DK,2014-01-01,5.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,EL,2014-01-01,3.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,ES,2014-01-01,18.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,FI,2014-01-01,13.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,FR,2014-01-01,16.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,HR,2014-01-01,22.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,HU,2014-01-01,9.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,IE,2014-01-01,12.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,IS,2014-01-01,1.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,IT,2014-01-01,-6.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,LT,2014-01-01,3.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,LU,2014-01-01,-6.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,LV,2014-01-01,9.9,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,ME,2014-01-01,3.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,MK,2014-01-01,-4.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,MT,2014-01-01,-2.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,NL,2014-01-01,2.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,NO,2014-01-01,-1.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,PL,2014-01-01,10.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,PT,2014-01-01,25.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,RS,2014-01-01,-5.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,SE,2014-01-01,5.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,SK,2014-01-01,18.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,TR,2014-01-01,19.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,UK,2014-01-01,8.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,BE,2015-01-01,1.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,BG,2015-01-01,15.9,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,CH,2015-01-01,18.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,DE,2015-01-01,18.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,DK,2015-01-01,17.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,ES,2015-01-01,10.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,FI,2015-01-01,17.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,HU,2015-01-01,16.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,IS,2015-01-01,15.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,IT,2015-01-01,-0.4,p,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,LT,2015-01-01,16.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,LV,2015-01-01,21.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,NL,2015-01-01,13.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,NO,2015-01-01,13.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,PL,2015-01-01,7.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,PT,2015-01-01,14.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,SE,2015-01-01,11.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,SK,2015-01-01,19.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,BE,2015-01-01,3.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,BG,2015-01-01,-2.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,CH,2015-01-01,14.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,DE,2015-01-01,-1.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,DK,2015-01-01,4.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,ES,2015-01-01,15.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,FI,2015-01-01,10.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,HU,2015-01-01,5.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,IS,2015-01-01,4.9,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,IT,2015-01-01,0.7,p,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,LT,2015-01-01,2.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,LV,2015-01-01,9.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,NL,2015-01-01,0.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,NO,2015-01-01,2.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,PL,2015-01-01,10.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,PT,2015-01-01,25.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,SE,2015-01-01,4.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,SK,2015-01-01,18.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,BE,2016-01-01,0.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,BG,2016-01-01,15.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,CH,2016-01-01,17.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,DE,2016-01-01,18.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,DK,2016-01-01,17.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,ES,2016-01-01,10.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,FI,2016-01-01,17.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,HR,2016-01-01,6.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,HU,2016-01-01,15.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,IS,2016-01-01,14.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,IT,2016-01-01,0.1,p,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,LT,2016-01-01,16.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,LV,2016-01-01,21.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,NL,2016-01-01,12.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,NO,2016-01-01,12.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,PL,2016-01-01,6.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,PT,2016-01-01,12.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,SE,2016-01-01,10.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,SK,2016-01-01,18.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,BE,2016-01-01,2.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,BG,2016-01-01,-0.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,CH,2016-01-01,12.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,DE,2016-01-01,-0.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,DK,2016-01-01,5.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,ES,2016-01-01,17.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,FI,2016-01-01,7.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,HR,2016-01-01,19.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,HU,2016-01-01,10.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,IS,2016-01-01,3.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,IT,2016-01-01,11.1,p,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,LT,2016-01-01,3.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,LV,2016-01-01,,u,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,NL,2016-01-01,-2.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,NO,2016-01-01,0.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,PL,2016-01-01,10.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,PT,2016-01-01,22.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,SE,2016-01-01,4.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,SK,2016-01-01,15.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,BE,2017-01-01,0.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,BG,2017-01-01,14.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,CH,2017-01-01,17.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,DE,2017-01-01,17.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,DK,2017-01-01,16.9,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,ES,2017-01-01,8.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,FI,2017-01-01,16.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,HR,2017-01-01,12.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,HU,2017-01-01,15.6,b,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,IS,2017-01-01,13.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,IT,2017-01-01,1.1,p,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,LT,2017-01-01,16.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,LV,2017-01-01,23.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,NL,2017-01-01,11.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,NO,2017-01-01,11.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,PL,2017-01-01,6.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,PT,2017-01-01,9.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,SE,2017-01-01,10.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,SK,2017-01-01,19.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,BE,2017-01-01,2.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,BG,2017-01-01,0.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,CH,2017-01-01,12.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,DE,2017-01-01,-0.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,DK,2017-01-01,4.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,ES,2017-01-01,20.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,FI,2017-01-01,8.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,HR,2017-01-01,23.9,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,HU,2017-01-01,2.2,b,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,IS,2017-01-01,2.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,IT,2017-01-01,8.4,p,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,LT,2017-01-01,4.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,LV,2017-01-01,6.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,NL,2017-01-01,-3.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,NO,2017-01-01,-0.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,PL,2017-01-01,10.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,PT,2017-01-01,17.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,SE,2017-01-01,3.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,SK,2017-01-01,20.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,AL,2018-01-01,7.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,AT,2018-01-01,18.9,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,BE,2018-01-01,-0.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,BG,2018-01-01,14.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,CH,2018-01-01,18.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,CY,2018-01-01,10.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,DE,2018-01-01,17.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,DK,2018-01-01,17.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,EE,2018-01-01,22.9,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,EL,2018-01-01,10.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,ES,2018-01-01,6.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,FI,2018-01-01,16.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,HR,2018-01-01,11.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,HU,2018-01-01,14.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,IE,2018-01-01,9.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,IS,2018-01-01,12.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,IT,2018-01-01,-0.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,LT,2018-01-01,15.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,LU,2018-01-01,0.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,LV,2018-01-01,22.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,MT,2018-01-01,13.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,NL,2018-01-01,10.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,NO,2018-01-01,10.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,PL,2018-01-01,8.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,PT,2018-01-01,8.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,RO,2018-01-01,2.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,RS,2018-01-01,9.9,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,SE,2018-01-01,10.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,SI,2018-01-01,8.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,SK,2018-01-01,19.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,FT,UK,2018-01-01,14.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,AL,2018-01-01,-1.5,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,AT,2018-01-01,13.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,BE,2018-01-01,2.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,BG,2018-01-01,-1.2,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,CH,2018-01-01,12.7,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,CY,2018-01-01,2.9,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,DE,2018-01-01,-0.1,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,DK,2018-01-01,4.4,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,EE,2018-01-01,9.0,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,EL,2018-01-01,-8.3,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,ES,2018-01-01,20.6,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,FI,2018-01-01,8.8,,
ESTAT:EARN_GR_GPGR2WT(1.0),24/02/26 23:00:00,A,PC,PT,HR,2018-01-01,18.4,,
