DATAFLOW,LAST UPDATE,freq,nabs07,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,JP,2019-01-01,2.25,dp,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,KR,2019-01-01,16.29,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LT,2019-01-01,0.27,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LU,2019-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LV,2019-01-01,,,C
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,MT,2019-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NL,2019-01-01,1.25,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NO,2019-01-01,3.0,b,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,PL,2019-01-01,4.69,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,PT,2019-01-01,0.29,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,RO,2019-01-01,8.34,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,RS,2019-01-01,3.03,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SE,2019-01-01,2.82,e,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SI,2019-01-01,0.6,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SK,2019-01-01,2.35,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,TR,2019-01-01,14.39,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,UK,2019-01-01,8.44,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,US,2019-01-01,46.92,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,AL,2020-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,AT,2020-01-01,0.15,d,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,BA,2020-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,BE,2020-01-01,0.69,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,BG,2020-01-01,0.83,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CH,2020-01-01,0.41,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CY,2020-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CZ,2020-01-01,0.99,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,DE,2020-01-01,4.2,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,DK,2020-01-01,0.32,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EA20,2020-01-01,,,C
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EA21,2020-01-01,,,C
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EE,2020-01-01,2.39,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EL,2020-01-01,1.55,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,ES,2020-01-01,1.38,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EU27_2020,2020-01-01,,,C
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,FI,2020-01-01,1.98,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,FR,2020-01-01,1.13,e,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,HR,2020-01-01,0.03,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,HU,2020-01-01,0.29,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IE,2020-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IS,2020-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IT,2020-01-01,0.48,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,JP,2020-01-01,1.43,dp,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,KR,2020-01-01,16.62,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LT,2020-01-01,7.04,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LU,2020-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LV,2020-01-01,,,C
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,MT,2020-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NL,2020-01-01,1.93,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NO,2020-01-01,2.94,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,PL,2020-01-01,3.53,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,PT,2020-01-01,0.24,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,RO,2020-01-01,6.49,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,RS,2020-01-01,2.81,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SE,2020-01-01,2.52,e,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SI,2020-01-01,0.59,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SK,2020-01-01,1.97,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,TR,2020-01-01,9.37,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,UK,2020-01-01,7.67,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,US,2020-01-01,47.14,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,AT,2021-01-01,0.13,d,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,BA,2021-01-01,0.0,p,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,BE,2021-01-01,0.75,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,BG,2021-01-01,0.36,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CH,2021-01-01,0.57,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CY,2021-01-01,0.06,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CZ,2021-01-01,0.32,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,DE,2021-01-01,4.2,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,DK,2021-01-01,0.35,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EA20,2021-01-01,4.12,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EA21,2021-01-01,4.12,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EE,2021-01-01,2.23,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EL,2021-01-01,1.46,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,ES,2021-01-01,1.12,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EU27_2020,2021-01-01,3.91,e,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,FI,2021-01-01,2.13,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,FR,2021-01-01,10.66,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,HR,2021-01-01,0.06,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,HU,2021-01-01,6.4,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IE,2021-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IS,2021-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IT,2021-01-01,0.56,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,JP,2021-01-01,1.41,bd,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,KR,2021-01-01,15.65,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LT,2021-01-01,2.21,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LU,2021-01-01,0.16,b,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LV,2021-01-01,1.61,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,ME,2021-01-01,0.0,p,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,MT,2021-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NL,2021-01-01,3.14,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NO,2021-01-01,3.2,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,PL,2021-01-01,4.44,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,PT,2021-01-01,0.27,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,RO,2021-01-01,3.45,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,RS,2021-01-01,2.95,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SE,2021-01-01,2.2,e,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SI,2021-01-01,0.63,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SK,2021-01-01,2.16,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,TR,2021-01-01,11.54,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,UK,2021-01-01,13.13,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,US,2021-01-01,47.18,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,AL,2022-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,AT,2022-01-01,0.19,d,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,BE,2022-01-01,1.06,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,BG,2022-01-01,0.41,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CH,2022-01-01,0.55,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CY,2022-01-01,0.03,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CZ,2022-01-01,0.44,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,DE,2022-01-01,5.3,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,DK,2022-01-01,0.38,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EA20,2022-01-01,4.28,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EA21,2022-01-01,4.27,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EE,2022-01-01,2.15,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EL,2022-01-01,1.75,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,ES,2022-01-01,2.59,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EU27_2020,2022-01-01,4.08,e,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,FI,2022-01-01,1.93,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,FR,2022-01-01,8.81,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,HR,2022-01-01,0.07,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,HU,2022-01-01,8.98,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IE,2022-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IS,2022-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IT,2022-01-01,0.58,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,JP,2022-01-01,1.73,d,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,KR,2022-01-01,15.32,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LT,2022-01-01,0.26,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LU,2022-01-01,0.86,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LV,2022-01-01,1.95,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,ME,2022-01-01,0.0,p,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,MT,2022-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NL,2022-01-01,2.66,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NO,2022-01-01,3.04,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,PL,2022-01-01,4.19,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,PT,2022-01-01,0.27,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,RO,2022-01-01,6.35,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,RS,2022-01-01,1.44,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SE,2022-01-01,2.43,e,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SI,2022-01-01,1.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SK,2022-01-01,2.87,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,TR,2022-01-01,10.94,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,US,2022-01-01,44.6,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,AL,2023-01-01,5.18,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,AT,2023-01-01,0.18,d,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,BE,2023-01-01,1.21,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,BG,2023-01-01,0.41,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CH,2023-01-01,0.45,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CY,2023-01-01,0.03,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CZ,2023-01-01,0.64,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,DE,2023-01-01,4.43,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,DK,2023-01-01,0.42,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EA20,2023-01-01,3.93,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EA21,2023-01-01,3.92,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EE,2023-01-01,2.72,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EL,2023-01-01,1.73,b,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,ES,2023-01-01,3.55,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EU27_2020,2023-01-01,4.15,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,FI,2023-01-01,2.11,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,FR,2023-01-01,8.52,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,HR,2023-01-01,0.06,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,HU,2023-01-01,3.96,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IE,2023-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IS,2023-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IT,2023-01-01,0.41,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,JP,2023-01-01,2.32,d,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,KR,2023-01-01,15.94,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LT,2023-01-01,0.27,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LU,2023-01-01,1.05,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LV,2023-01-01,3.67,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,ME,2023-01-01,0.0,p,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,MT,2023-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NL,2023-01-01,2.87,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NO,2023-01-01,3.28,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,PL,2023-01-01,15.95,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,PT,2023-01-01,0.27,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,RO,2023-01-01,10.35,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,RS,2023-01-01,1.82,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SE,2023-01-01,3.13,b,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SI,2023-01-01,2.37,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SK,2023-01-01,4.33,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,TR,2023-01-01,4.52,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,US,2023-01-01,51.65,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,AT,2024-01-01,0.29,d,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,BE,2024-01-01,1.54,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,BG,2024-01-01,0.44,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CH,2024-01-01,0.4,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CY,2024-01-01,0.02,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CZ,2024-01-01,0.86,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,DE,2024-01-01,7.58,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,DK,2024-01-01,0.37,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EA20,2024-01-01,5.16,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EA21,2024-01-01,5.15,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EE,2024-01-01,2.4,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EL,2024-01-01,1.31,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,ES,2024-01-01,3.81,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,EU27_2020,2024-01-01,4.94,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,FI,2024-01-01,2.01,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,FR,2024-01-01,7.78,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,HR,2024-01-01,0.13,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,HU,2024-01-01,2.85,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IE,2024-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IS,2024-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,IT,2024-01-01,0.58,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,JP,2024-01-01,3.17,d,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LT,2024-01-01,0.2,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LU,2024-01-01,4.37,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,LV,2024-01-01,4.02,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,ME,2024-01-01,0.47,p,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,MT,2024-01-01,0.0,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NL,2024-01-01,3.51,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NO,2024-01-01,3.59,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,PL,2024-01-01,6.23,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,PT,2024-01-01,0.32,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,RO,2024-01-01,5.74,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,RS,2024-01-01,1.95,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SE,2024-01-01,3.53,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SI,2024-01-01,3.11,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SK,2024-01-01,2.8,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,TR,2024-01-01,3.98,,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,US,2024-01-01,52.3,p,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,AT,2025-01-01,0.23,p,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,CZ,2025-01-01,0.78,p,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NL,2025-01-01,3.4,p,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,NO,2025-01-01,4.51,p,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,SE,2025-01-01,4.05,p,
ESTAT:TSC00008(1.0),29/01/26 23:00:00,A,NABS14,PC_GBA,TR,2025-01-01,3.56,p,
