DATAFLOW,LAST UPDATE,freq,sex,isced11,iscedf13,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LI,2019-01-01,58.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LT,2019-01-01,30.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LU,2019-01-01,25.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LV,2019-01-01,31.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,ME,2019-01-01,,d,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,MK,2019-01-01,47.6,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,MT,2019-01-01,29.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,NL,2019-01-01,30.6,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,NO,2019-01-01,28.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,PL,2019-01-01,42.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,PT,2019-01-01,36.6,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,RO,2019-01-01,42.7,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,RS,2019-01-01,42.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SE,2019-01-01,35.9,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SI,2019-01-01,32.7,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SK,2019-01-01,34.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,TR,2019-01-01,34.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,UK,2019-01-01,40.5,d,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,AT,2020-01-01,26.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,BA,2020-01-01,46.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,BE,2020-01-01,26.4,d,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,BG,2020-01-01,36.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,CH,2020-01-01,24.7,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,CY,2020-01-01,34.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,CZ,2020-01-01,36.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,DE,2020-01-01,26.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,DK,2020-01-01,32.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,EE,2020-01-01,41.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,EL,2020-01-01,41.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,ES,2020-01-01,29.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,EU27_2020,2020-01-01,32.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,FI,2020-01-01,29.6,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,FR,2020-01-01,31.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,HR,2020-01-01,38.6,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,HU,2020-01-01,28.6,d,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,IE,2020-01-01,32.2,d,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,IS,2020-01-01,38.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,IT,2020-01-01,38.9,p,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LI,2020-01-01,53.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LT,2020-01-01,30.7,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LU,2020-01-01,29.6,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LV,2020-01-01,30.9,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,ME,2020-01-01,,d,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,MK,2020-01-01,50.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,MT,2020-01-01,29.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,NL,2020-01-01,31.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,NO,2020-01-01,29.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,PL,2020-01-01,42.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,PT,2020-01-01,36.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,RO,2020-01-01,41.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,RS,2020-01-01,43.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SE,2020-01-01,37.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SI,2020-01-01,32.9,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SK,2020-01-01,34.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,TR,2020-01-01,32.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,AL,2021-01-01,42.9,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,AT,2021-01-01,28.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,BA,2021-01-01,46.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,BE,2021-01-01,27.4,d,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,BG,2021-01-01,36.7,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,CH,2021-01-01,24.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,CY,2021-01-01,32.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,CZ,2021-01-01,36.6,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,DE,2021-01-01,27.7,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,DK,2021-01-01,34.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,EE,2021-01-01,37.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,EL,2021-01-01,40.9,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,ES,2021-01-01,27.7,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,EU27_2020,2021-01-01,32.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,FI,2021-01-01,30.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,FR,2021-01-01,32.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,HR,2021-01-01,37.9,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,HU,2021-01-01,28.6,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,IE,2021-01-01,33.6,d,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,IS,2021-01-01,42.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,IT,2021-01-01,39.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LI,2021-01-01,60.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LT,2021-01-01,29.9,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LU,2021-01-01,31.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LV,2021-01-01,31.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,ME,2021-01-01,47.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,MK,2021-01-01,48.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,MT,2021-01-01,28.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,NL,2021-01-01,32.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,NO,2021-01-01,29.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,PL,2021-01-01,41.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,PT,2021-01-01,37.7,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,RO,2021-01-01,42.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,RS,2021-01-01,44.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SE,2021-01-01,36.7,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SI,2021-01-01,31.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SK,2021-01-01,32.9,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,TR,2021-01-01,32.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,AL,2022-01-01,44.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,AT,2022-01-01,28.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,BA,2022-01-01,46.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,BE,2022-01-01,27.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,BG,2022-01-01,36.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,CH,2022-01-01,25.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,CY,2022-01-01,32.6,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,CZ,2022-01-01,36.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,DE,2022-01-01,27.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,DK,2022-01-01,34.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,EE,2022-01-01,40.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,EL,2022-01-01,40.7,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,ES,2022-01-01,27.6,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,EU27_2020,2022-01-01,33.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,FI,2022-01-01,32.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,FR,2022-01-01,32.7,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,HR,2022-01-01,38.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,HU,2022-01-01,28.6,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,IE,2022-01-01,35.8,d,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,IS,2022-01-01,40.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,IT,2022-01-01,39.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LI,2022-01-01,70.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LT,2022-01-01,31.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LU,2022-01-01,31.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LV,2022-01-01,33.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,MK,2022-01-01,48.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,MT,2022-01-01,29.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,NL,2022-01-01,33.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,NO,2022-01-01,30.6,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,PL,2022-01-01,41.1,de,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,PT,2022-01-01,36.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,RO,2022-01-01,43.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,RS,2022-01-01,46.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SE,2022-01-01,37.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SI,2022-01-01,32.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SK,2022-01-01,33.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,TR,2022-01-01,51.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,AL,2023-01-01,44.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,AT,2023-01-01,29.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,BA,2023-01-01,48.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,BE,2023-01-01,28.7,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,BG,2023-01-01,36.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,CH,2023-01-01,26.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,CY,2023-01-01,35.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,CZ,2023-01-01,36.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,DE,2023-01-01,28.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,DK,2023-01-01,35.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,EE,2023-01-01,41.7,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,EL,2023-01-01,41.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,ES,2023-01-01,27.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,EU27_2020,2023-01-01,33.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,FI,2023-01-01,33.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,FR,2023-01-01,34.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,GE,2023-01-01,44.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,HR,2023-01-01,39.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,HU,2023-01-01,27.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,IE,2023-01-01,36.0,d,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,IS,2023-01-01,43.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,IT,2023-01-01,39.3,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LT,2023-01-01,30.0,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LU,2023-01-01,32.2,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,LV,2023-01-01,33.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,ME,2023-01-01,45.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,MK,2023-01-01,51.9,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,MT,2023-01-01,32.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,NL,2023-01-01,33.9,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,NO,2023-01-01,30.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,PL,2023-01-01,40.2,de,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,PT,2023-01-01,36.5,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,RO,2023-01-01,42.1,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,RS,2023-01-01,45.9,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SE,2023-01-01,37.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SI,2023-01-01,32.8,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,SK,2023-01-01,33.4,,
ESTAT:TPS00217(1.0),08/04/26 23:00:00,A,F,ED5-8,F05_06_07,PC,TR,2023-01-01,34.2,,
