DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LU,2012-01-01,5.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LV,2012-01-01,7.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,ME,2012-01-01,4.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,MK,2012-01-01,5.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,MT,2012-01-01,6.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,NL,2012-01-01,26.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,NO,2012-01-01,15.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,PL,2012-01-01,5.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,PT,2012-01-01,11.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,RO,2012-01-01,9.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,RS,2012-01-01,7.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SE,2012-01-01,14.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SI,2012-01-01,6.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SK,2012-01-01,2.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,TR,2012-01-01,6.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,UK,2012-01-01,13.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,AT,2013-01-01,45.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,BE,2013-01-01,42.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,BG,2013-01-01,3.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CH,2013-01-01,61.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CY,2013-01-01,16.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CZ,2013-01-01,10.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,DE,2013-01-01,47.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,DK,2013-01-01,35.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EA21,2013-01-01,35.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EE,2013-01-01,14.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EL,2013-01-01,12.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,ES,2013-01-01,25.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EU27_2020,2013-01-01,31.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,FI,2013-01-01,20.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,FR,2013-01-01,30.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,HR,2013-01-01,7.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,HU,2013-01-01,9.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IE,2013-01-01,35.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IS,2013-01-01,32.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IT,2013-01-01,31.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LT,2013-01-01,10.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LU,2013-01-01,36.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LV,2013-01-01,10.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,ME,2013-01-01,2.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,MK,2013-01-01,4.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,MT,2013-01-01,26.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,NL,2013-01-01,77.2,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,NO,2013-01-01,41.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,PL,2013-01-01,11.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,PT,2013-01-01,15.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,RO,2013-01-01,11.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,RS,2013-01-01,11.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SE,2013-01-01,38.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SI,2013-01-01,13.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SK,2013-01-01,6.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,TR,2013-01-01,24.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,UK,2013-01-01,42.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,AT,2013-01-01,10.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,BE,2013-01-01,9.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,BG,2013-01-01,2.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CH,2013-01-01,15.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CY,2013-01-01,9.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CZ,2013-01-01,3.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,DE,2013-01-01,10.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,DK,2013-01-01,15.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EA21,2013-01-01,9.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EE,2013-01-01,6.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EL,2013-01-01,5.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,ES,2013-01-01,7.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EU27_2020,2013-01-01,9.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,FI,2013-01-01,10.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,FR,2013-01-01,7.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,HR,2013-01-01,5.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,HU,2013-01-01,4.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IE,2013-01-01,14.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IS,2013-01-01,11.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IT,2013-01-01,7.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LT,2013-01-01,6.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LU,2013-01-01,5.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LV,2013-01-01,6.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,ME,2013-01-01,3.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,MK,2013-01-01,4.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,MT,2013-01-01,7.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,NL,2013-01-01,27.6,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,NO,2013-01-01,15.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,PL,2013-01-01,5.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,PT,2013-01-01,11.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,RO,2013-01-01,9.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,RS,2013-01-01,9.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SE,2013-01-01,14.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SI,2013-01-01,7.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SK,2013-01-01,3.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,TR,2013-01-01,7.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,UK,2013-01-01,13.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,AT,2014-01-01,46.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,BE,2014-01-01,41.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,BG,2014-01-01,3.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CH,2014-01-01,61.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CY,2014-01-01,17.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CZ,2014-01-01,10.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,DE,2014-01-01,46.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,DK,2014-01-01,35.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EA21,2014-01-01,35.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EE,2014-01-01,12.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EL,2014-01-01,13.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,ES,2014-01-01,25.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EU27_2020,2014-01-01,31.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,FI,2014-01-01,20.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,FR,2014-01-01,30.8,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,HR,2014-01-01,7.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,HU,2014-01-01,8.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IE,2014-01-01,34.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IS,2014-01-01,36.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IT,2014-01-01,32.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LT,2014-01-01,11.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LU,2014-01-01,35.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LV,2014-01-01,9.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,ME,2014-01-01,5.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,MK,2014-01-01,5.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,MT,2014-01-01,28.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,NL,2014-01-01,76.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,NO,2014-01-01,39.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,PL,2014-01-01,11.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,PT,2014-01-01,14.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,RO,2014-01-01,11.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,RS,2014-01-01,12.6,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SE,2014-01-01,38.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SI,2014-01-01,14.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SK,2014-01-01,6.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,TR,2014-01-01,22.5,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,UK,2014-01-01,42.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,AT,2014-01-01,10.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,BE,2014-01-01,9.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,BG,2014-01-01,2.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CH,2014-01-01,16.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CY,2014-01-01,11.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CZ,2014-01-01,3.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,DE,2014-01-01,10.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,DK,2014-01-01,15.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EA21,2014-01-01,9.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EE,2014-01-01,6.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EL,2014-01-01,6.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,ES,2014-01-01,7.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EU27_2020,2014-01-01,9.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,FI,2014-01-01,10.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,FR,2014-01-01,7.9,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,HR,2014-01-01,4.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,HU,2014-01-01,4.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IE,2014-01-01,14.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IS,2014-01-01,12.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IT,2014-01-01,8.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LT,2014-01-01,6.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LU,2014-01-01,5.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LV,2014-01-01,5.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,ME,2014-01-01,6.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,MK,2014-01-01,6.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,MT,2014-01-01,8.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,NL,2014-01-01,27.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,NO,2014-01-01,15.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,PL,2014-01-01,5.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,PT,2014-01-01,10.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,RO,2014-01-01,9.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,RS,2014-01-01,11.1,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SE,2014-01-01,15.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SI,2014-01-01,7.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SK,2014-01-01,3.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,TR,2014-01-01,6.9,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,UK,2014-01-01,12.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,AT,2015-01-01,47.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,BE,2015-01-01,41.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,BG,2015-01-01,2.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CH,2015-01-01,61.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CY,2015-01-01,16.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CZ,2015-01-01,10.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,DE,2015-01-01,47.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,DK,2015-01-01,34.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EA21,2015-01-01,35.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EE,2015-01-01,15.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EL,2015-01-01,13.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,ES,2015-01-01,25.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EU27_2020,2015-01-01,31.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,FI,2015-01-01,19.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,FR,2015-01-01,30.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,HR,2015-01-01,8.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,HU,2015-01-01,8.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IE,2015-01-01,33.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IS,2015-01-01,36.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IT,2015-01-01,32.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LT,2015-01-01,10.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LU,2015-01-01,34.3,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LV,2015-01-01,10.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,ME,2015-01-01,6.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,MK,2015-01-01,4.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,MT,2015-01-01,26.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,NL,2015-01-01,77.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,NO,2015-01-01,39.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,PL,2015-01-01,10.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,PT,2015-01-01,13.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,RO,2015-01-01,10.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,RS,2015-01-01,12.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SE,2015-01-01,37.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SI,2015-01-01,14.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SK,2015-01-01,8.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,TR,2015-01-01,20.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,UK,2015-01-01,42.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,AT,2015-01-01,10.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,BE,2015-01-01,9.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,BG,2015-01-01,2.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CH,2015-01-01,17.3,,
