DATAFLOW,LAST UPDATE,freq,frequenc,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,EL,2007-01-01,36.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,ES,2007-01-01,26.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,FI,2007-01-01,8.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,HR,2007-01-01,26.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,HU,2007-01-01,24.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,LT,2007-01-01,30.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,LV,2007-01-01,30.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,MT,2007-01-01,35.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,PL,2007-01-01,39.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,PT,2007-01-01,29.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,RO,2007-01-01,33.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,SI,2007-01-01,24.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,SK,2007-01-01,23.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,M,PC,TR,2007-01-01,23.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,AT,2007-01-01,22.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,BE,2007-01-01,31.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,BG,2007-01-01,36.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,CY,2007-01-01,39.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,CZ,2007-01-01,32.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,EE,2007-01-01,23.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,EL,2007-01-01,36.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,ES,2007-01-01,28.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,FI,2007-01-01,9.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,HR,2007-01-01,29.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,HU,2007-01-01,26.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,LT,2007-01-01,30.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,LV,2007-01-01,29.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,MT,2007-01-01,38.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,PL,2007-01-01,42.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,PT,2007-01-01,32.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,RO,2007-01-01,35.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,SI,2007-01-01,25.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,SK,2007-01-01,27.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,GE1W,T,PC,TR,2007-01-01,23.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,AT,2007-01-01,1.7,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,BE,2007-01-01,8.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,BG,2007-01-01,3.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,CY,2007-01-01,5.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,CZ,2007-01-01,2.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,EE,2007-01-01,0.9,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,EL,2007-01-01,13.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,ES,2007-01-01,4.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,FI,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,HR,2007-01-01,3.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,HU,2007-01-01,2.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,LT,2007-01-01,1.4,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,LV,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,MT,2007-01-01,4.2,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,PL,2007-01-01,2.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,PT,2007-01-01,7.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,RO,2007-01-01,14.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,SI,2007-01-01,1.1,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,SK,2007-01-01,1.1,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,F,PC,TR,2007-01-01,7.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,AT,2007-01-01,1.3,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,BE,2007-01-01,5.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,BG,2007-01-01,2.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,CY,2007-01-01,3.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,CZ,2007-01-01,1.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,EE,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,EL,2007-01-01,6.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,ES,2007-01-01,2.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,FI,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,HR,2007-01-01,2.6,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,HU,2007-01-01,2.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,LT,2007-01-01,1.4,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,LV,2007-01-01,3.7,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,MT,2007-01-01,3.8,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,PL,2007-01-01,3.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,PT,2007-01-01,3.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,RO,2007-01-01,8.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,SI,2007-01-01,1.6,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,SK,2007-01-01,1.0,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,M,PC,TR,2007-01-01,3.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,AT,2007-01-01,1.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,BE,2007-01-01,7.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,BG,2007-01-01,2.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,CY,2007-01-01,4.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,CZ,2007-01-01,1.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,EE,2007-01-01,1.1,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,EL,2007-01-01,10.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,ES,2007-01-01,3.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,FI,2007-01-01,0.7,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,HR,2007-01-01,3.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,HU,2007-01-01,2.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,LT,2007-01-01,1.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,LV,2007-01-01,2.3,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,MT,2007-01-01,4.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,PL,2007-01-01,2.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,PT,2007-01-01,5.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,RO,2007-01-01,11.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,SI,2007-01-01,1.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,SK,2007-01-01,1.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,LT1M,T,PC,TR,2007-01-01,5.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,F,PC,AT,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,F,PC,BE,2007-01-01,1.9,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,F,PC,CZ,2007-01-01,1.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,F,PC,DE,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,F,PC,EL,2007-01-01,2.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,F,PC,ES,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,F,PC,HR,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,F,PC,LV,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,F,PC,RO,2007-01-01,0.3,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,F,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,M,PC,AT,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,M,PC,BE,2007-01-01,2.0,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,M,PC,CZ,2007-01-01,0.7,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,M,PC,DE,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,M,PC,EL,2007-01-01,1.1,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,M,PC,ES,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,M,PC,HR,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,M,PC,LV,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,M,PC,RO,2007-01-01,0.4,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,M,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,T,PC,AT,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,T,PC,BE,2007-01-01,1.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,T,PC,CZ,2007-01-01,1.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,T,PC,DE,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,T,PC,EL,2007-01-01,1.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,T,PC,ES,2007-01-01,0.2,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,T,PC,HR,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,T,PC,LV,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,T,PC,RO,2007-01-01,0.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NRP,T,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,AT,2007-01-01,3.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,BE,2007-01-01,10.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,BG,2007-01-01,12.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,CY,2007-01-01,13.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,CZ,2007-01-01,2.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,DE,2007-01-01,8.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,EE,2007-01-01,2.0,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,EL,2007-01-01,17.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,ES,2007-01-01,14.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,FI,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,HR,2007-01-01,5.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,HU,2007-01-01,3.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,LT,2007-01-01,1.1,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,LV,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,MT,2007-01-01,18.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,PL,2007-01-01,1.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,PT,2007-01-01,18.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,RO,2007-01-01,10.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,SI,2007-01-01,2.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,F,PC,TR,2007-01-01,36.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,AT,2007-01-01,2.2,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,BE,2007-01-01,8.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,BG,2007-01-01,9.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,CY,2007-01-01,6.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,CZ,2007-01-01,2.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,DE,2007-01-01,7.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,EE,2007-01-01,1.7,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,EL,2007-01-01,7.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,ES,2007-01-01,8.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,FI,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,HR,2007-01-01,4.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,HU,2007-01-01,3.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,LT,2007-01-01,1.6,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,LV,2007-01-01,2.8,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,MT,2007-01-01,17.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,PL,2007-01-01,2.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,PT,2007-01-01,7.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,RO,2007-01-01,4.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,SI,2007-01-01,2.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,M,PC,TR,2007-01-01,11.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,AT,2007-01-01,2.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,BE,2007-01-01,9.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,BG,2007-01-01,11.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,CY,2007-01-01,9.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,CZ,2007-01-01,2.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,DE,2007-01-01,7.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,EE,2007-01-01,1.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,EL,2007-01-01,12.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,ES,2007-01-01,11.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,FI,2007-01-01,0.7,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,HR,2007-01-01,5.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,HU,2007-01-01,3.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,LT,2007-01-01,1.4,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,LV,2007-01-01,1.8,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,MT,2007-01-01,17.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,PL,2007-01-01,2.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,PT,2007-01-01,13.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,RO,2007-01-01,7.4,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,SI,2007-01-01,2.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,NVR,T,PC,TR,2007-01-01,23.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,AT,2011-01-01,74.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,BG,2011-01-01,39.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,CY,2011-01-01,26.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,CZ,2011-01-01,51.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,DE,2011-01-01,62.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,EE,2011-01-01,68.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,EL,2011-01-01,17.8,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,ES,2011-01-01,37.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,FI,2011-01-01,85.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,HU,2011-01-01,63.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,IT,2011-01-01,54.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,LT,2011-01-01,62.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,LU,2011-01-01,75.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,LV,2011-01-01,52.3,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,MT,2011-01-01,32.1,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,PL,2011-01-01,50.2,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,PT,2011-01-01,46.0,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,RO,2011-01-01,25.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,RS,2011-01-01,52.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,SI,2011-01-01,59.6,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,SK,2011-01-01,63.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,TR,2011-01-01,20.7,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,F,PC,UK,2011-01-01,33.9,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,M,PC,AT,2011-01-01,78.5,,
ESTAT:CULT_PCS_NWS(1.0),25/02/16 23:00:00,A,DAY,M,PC,BG,2011-01-01,51.8,,
