DATAFLOW,LAST UPDATE,freq,frequenc,isced97,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,EL,2007-01-01,4.1,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,ES,2007-01-01,2.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,FI,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,HR,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,HU,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,LT,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,LV,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,MT,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,PL,2007-01-01,1.5,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,PT,2007-01-01,2.7,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,RO,2007-01-01,1.3,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,SI,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,ED5_6,PC,TR,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,AT,2007-01-01,1.5,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,BE,2007-01-01,7.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,BG,2007-01-01,2.9,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,CY,2007-01-01,4.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,CZ,2007-01-01,1.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,EE,2007-01-01,1.1,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,EL,2007-01-01,10.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,ES,2007-01-01,3.6,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,FI,2007-01-01,0.7,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,HR,2007-01-01,3.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,HU,2007-01-01,2.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,LT,2007-01-01,1.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,LV,2007-01-01,2.3,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,MT,2007-01-01,4.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,PL,2007-01-01,2.8,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,PT,2007-01-01,5.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,RO,2007-01-01,11.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,SI,2007-01-01,1.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,SK,2007-01-01,1.1,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,LT1M,TOTAL,PC,TR,2007-01-01,5.5,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED0-2,PC,AT,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED0-2,PC,BE,2007-01-01,3.5,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED0-2,PC,CZ,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED0-2,PC,DE,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED0-2,PC,EL,2007-01-01,2.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED0-2,PC,ES,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED0-2,PC,LV,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED0-2,PC,RO,2007-01-01,0.7,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED0-2,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED3_4,PC,AT,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED3_4,PC,BE,2007-01-01,1.5,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED3_4,PC,CZ,2007-01-01,0.9,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED3_4,PC,EL,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED3_4,PC,ES,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED3_4,PC,HR,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED3_4,PC,LV,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED3_4,PC,RO,2007-01-01,0.3,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED3_4,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED5_6,PC,BE,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED5_6,PC,CZ,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED5_6,PC,DE,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED5_6,PC,EL,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED5_6,PC,ES,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED5_6,PC,RO,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,ED5_6,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,TOTAL,PC,AT,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,TOTAL,PC,BE,2007-01-01,1.9,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,TOTAL,PC,CZ,2007-01-01,1.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,TOTAL,PC,DE,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,TOTAL,PC,EL,2007-01-01,1.6,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,TOTAL,PC,ES,2007-01-01,0.2,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,TOTAL,PC,HR,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,TOTAL,PC,LV,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,TOTAL,PC,RO,2007-01-01,0.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NRP,TOTAL,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,AT,2007-01-01,4.9,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,BE,2007-01-01,13.2,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,BG,2007-01-01,33.8,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,CY,2007-01-01,16.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,CZ,2007-01-01,6.1,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,DE,2007-01-01,14.2,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,EE,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,EL,2007-01-01,22.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,ES,2007-01-01,17.6,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,FI,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,HR,2007-01-01,10.6,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,HU,2007-01-01,8.8,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,LT,2007-01-01,6.1,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,LV,2007-01-01,5.7,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,MT,2007-01-01,23.1,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,PL,2007-01-01,5.1,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,PT,2007-01-01,16.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,RO,2007-01-01,20.2,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,SI,2007-01-01,5.4,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED0-2,PC,TR,2007-01-01,31.5,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,AT,2007-01-01,2.2,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,BE,2007-01-01,8.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,BG,2007-01-01,4.1,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,CY,2007-01-01,8.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,CZ,2007-01-01,2.3,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,DE,2007-01-01,7.2,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,EE,2007-01-01,1.9,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,EL,2007-01-01,7.6,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,ES,2007-01-01,6.1,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,FI,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,HR,2007-01-01,2.8,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,HU,2007-01-01,1.9,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,LT,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,LV,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,MT,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,PL,2007-01-01,1.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,PT,2007-01-01,5.6,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,RO,2007-01-01,3.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,SI,2007-01-01,2.1,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED3_4,PC,TR,2007-01-01,4.2,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,AT,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,BE,2007-01-01,5.9,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,BG,2007-01-01,3.0,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,CY,2007-01-01,6.2,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,CZ,2007-01-01,1.7,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,DE,2007-01-01,4.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,EE,2007-01-01,1.6,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,EL,2007-01-01,4.3,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,ES,2007-01-01,5.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,FI,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,HR,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,HU,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,LT,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,LV,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,MT,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,PL,2007-01-01,1.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,PT,2007-01-01,2.6,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,RO,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,SI,2007-01-01,2.0,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,ED5_6,PC,TR,2007-01-01,1.2,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,AT,2007-01-01,2.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,BE,2007-01-01,9.3,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,BG,2007-01-01,11.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,CY,2007-01-01,9.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,CZ,2007-01-01,2.6,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,DE,2007-01-01,7.9,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,EE,2007-01-01,1.9,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,EL,2007-01-01,12.8,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,ES,2007-01-01,11.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,FI,2007-01-01,0.7,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,HR,2007-01-01,5.1,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,HU,2007-01-01,3.6,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,LT,2007-01-01,1.4,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,LV,2007-01-01,1.8,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,MT,2007-01-01,17.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,PL,2007-01-01,2.1,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,PT,2007-01-01,13.3,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,RO,2007-01-01,7.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,SI,2007-01-01,2.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,SK,2007-01-01,,u,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,NVR,TOTAL,PC,TR,2007-01-01,23.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,AT,2011-01-01,64.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,BG,2011-01-01,11.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,CY,2011-01-01,20.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,CZ,2011-01-01,40.9,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,DE,2011-01-01,44.2,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,EE,2011-01-01,52.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,EL,2011-01-01,8.9,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,ES,2011-01-01,35.3,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,FI,2011-01-01,80.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,HU,2011-01-01,43.6,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,IT,2011-01-01,48.5,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,LT,2011-01-01,38.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,LU,2011-01-01,83.1,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,LV,2011-01-01,28.1,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,MT,2011-01-01,26.9,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,PL,2011-01-01,25.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,PT,2011-01-01,45.3,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,RO,2011-01-01,5.8,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,RS,2011-01-01,24.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,SI,2011-01-01,44.3,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,SK,2011-01-01,38.1,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,TR,2011-01-01,21.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED0-2,PC,UK,2011-01-01,38.8,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED3_4,PC,AT,2011-01-01,77.5,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED3_4,PC,BG,2011-01-01,47.9,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED3_4,PC,CY,2011-01-01,34.6,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED3_4,PC,CZ,2011-01-01,54.9,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED3_4,PC,DE,2011-01-01,66.5,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED3_4,PC,EE,2011-01-01,66.5,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED3_4,PC,EL,2011-01-01,22.0,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED3_4,PC,ES,2011-01-01,52.5,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED3_4,PC,FI,2011-01-01,84.7,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED3_4,PC,HU,2011-01-01,63.9,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED3_4,PC,IT,2011-01-01,69.5,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED3_4,PC,LT,2011-01-01,54.4,,
ESTAT:CULT_PCS_NWE(1.0),26/02/16 23:00:00,A,DAY,ED3_4,PC,LU,2011-01-01,81.0,,
