DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2016-01-01,74.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2016-01-01,62.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2016-01-01,62.4,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,TR,2016-01-01,31.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,AT,2017-01-01,68.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,BE,2017-01-01,58.7,b,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,BG,2017-01-01,62.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,CH,2017-01-01,75.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,CY,2017-01-01,61.4,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,CZ,2017-01-01,66.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,DE,2017-01-01,70.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,DK,2017-01-01,70.5,b,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EA20,2017-01-01,61.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EA21,2017-01-01,61.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EE,2017-01-01,72.4,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EL,2017-01-01,43.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ES,2017-01-01,55.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EU27_2020,2017-01-01,61.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,FI,2017-01-01,67.5,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,FR,2017-01-01,62.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,HR,2017-01-01,54.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,HU,2017-01-01,65.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IE,2017-01-01,62.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IS,2017-01-01,83.5,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2017-01-01,48.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2017-01-01,70.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2017-01-01,62.5,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2017-01-01,68.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ME,2017-01-01,46.8,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MK,2017-01-01,40.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2017-01-01,57.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2017-01-01,73.1,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2017-01-01,73.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2017-01-01,58.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2017-01-01,64.1,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2017-01-01,49.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2017-01-01,49.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2017-01-01,74.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2017-01-01,65.4,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2017-01-01,64.5,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,TR,2017-01-01,32.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,AT,2018-01-01,68.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,BE,2018-01-01,60.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,BG,2018-01-01,63.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,CH,2018-01-01,75.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,CY,2018-01-01,64.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,CZ,2018-01-01,67.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,DE,2018-01-01,71.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,DK,2018-01-01,71.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EA20,2018-01-01,62.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EA21,2018-01-01,62.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EE,2018-01-01,72.5,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EL,2018-01-01,44.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ES,2018-01-01,56.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EU27_2020,2018-01-01,62.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,FI,2018-01-01,69.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,FR,2018-01-01,63.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,HR,2018-01-01,55.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,HU,2018-01-01,66.7,b,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IE,2018-01-01,63.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IS,2018-01-01,82.5,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2018-01-01,49.5,b,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2018-01-01,71.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2018-01-01,63.4,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2018-01-01,70.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ME,2018-01-01,48.4,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MK,2018-01-01,41.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2018-01-01,60.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2018-01-01,74.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2018-01-01,74.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2018-01-01,60.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2018-01-01,66.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2018-01-01,50.4,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2018-01-01,50.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2018-01-01,75.4,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2018-01-01,67.1,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2018-01-01,65.5,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,TR,2018-01-01,32.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,AT,2019-01-01,69.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,BE,2019-01-01,61.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,BG,2019-01-01,65.6,b,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,CH,2019-01-01,76.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,CY,2019-01-01,66.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,CZ,2019-01-01,68.1,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,DE,2019-01-01,72.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,DK,2019-01-01,72.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EA20,2019-01-01,63.1,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EA21,2019-01-01,63.1,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EE,2019-01-01,73.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EL,2019-01-01,46.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ES,2019-01-01,57.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EU27_2020,2019-01-01,63.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,FI,2019-01-01,70.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,FR,2019-01-01,63.8,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,HR,2019-01-01,57.1,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,HU,2019-01-01,67.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IE,2019-01-01,64.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IS,2019-01-01,81.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2019-01-01,50.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2019-01-01,72.5,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2019-01-01,63.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2019-01-01,70.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ME,2019-01-01,49.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MK,2019-01-01,44.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2019-01-01,61.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2019-01-01,75.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2019-01-01,74.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2019-01-01,61.0,b,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2019-01-01,67.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2019-01-01,51.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2019-01-01,51.8,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2019-01-01,74.8,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2019-01-01,68.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2019-01-01,66.8,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,TR,2019-01-01,32.2,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,AT,2020-01-01,67.4,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,BE,2020-01-01,60.8,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,BG,2020-01-01,64.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,CH,2020-01-01,75.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,CY,2020-01-01,65.5,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,CZ,2020-01-01,67.1,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,DE,2020-01-01,71.1,b,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,DK,2020-01-01,71.5,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EA20,2020-01-01,61.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EA21,2020-01-01,62.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EE,2020-01-01,72.1,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EL,2020-01-01,44.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ES,2020-01-01,55.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,EU27_2020,2020-01-01,62.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,FI,2020-01-01,69.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,FR,2020-01-01,63.6,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,HR,2020-01-01,57.1,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,HU,2020-01-01,67.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IE,2020-01-01,60.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IS,2020-01-01,77.8,b,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2020-01-01,48.4,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2020-01-01,71.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2020-01-01,63.9,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2020-01-01,70.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ME,2020-01-01,44.4,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MK,2020-01-01,45.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2020-01-01,62.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2020-01-01,75.7,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2020-01-01,74.3,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2020-01-01,61.1,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2020-01-01,66.0,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2020-01-01,51.1,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2020-01-01,52.4,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2020-01-01,72.8,,
ESTAT:LFSI_EMP_A(1.0),16/04/26 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2020-01-01,67.1,,
