DATAFLOW,LAST UPDATE,freq,unit,indic_il,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,HU,2016-01-01,12.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,IE,2016-01-01,7.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,IS,2016-01-01,60.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,IT,2016-01-01,22.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,LT,2016-01-01,12.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,LU,2016-01-01,33.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,LV,2016-01-01,24.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,ME,2016-01-01,8.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,MK,2016-01-01,6.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,MT,2016-01-01,13.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,NL,2016-01-01,5.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,NO,2016-01-01,47.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,PL,2016-01-01,5.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,PT,2016-01-01,42.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,RO,2016-01-01,8.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,RS,2016-01-01,16.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,SE,2016-01-01,33.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,SI,2016-01-01,35.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,SK,2016-01-01,0.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,TR,2016-01-01,0.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,UK,2016-01-01,4.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,AL,2017-01-01,3.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,AT,2017-01-01,13.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,BE,2017-01-01,22.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,BG,2017-01-01,1.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,CH,2017-01-01,19.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,CY,2017-01-01,9.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,CZ,2017-01-01,3.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,DE,2017-01-01,8.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,DK,2017-01-01,5.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,EA20,2017-01-01,17.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,EE,2017-01-01,6.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,EL,2017-01-01,11.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,ES,2017-01-01,28.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,EU27_2020,2017-01-01,14.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,FI,2017-01-01,9.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,FR,2017-01-01,19.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,HR,2017-01-01,1.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,HU,2017-01-01,2.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,IE,2017-01-01,16.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,IS,2017-01-01,2.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,IT,2017-01-01,12.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,LT,2017-01-01,1.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,LU,2017-01-01,23.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,LV,2017-01-01,1.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,ME,2017-01-01,1.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,MK,2017-01-01,0.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,MT,2017-01-01,21.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,NL,2017-01-01,56.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,NO,2017-01-01,7.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,PL,2017-01-01,1.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,PT,2017-01-01,1.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,RO,2017-01-01,14.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,RS,2017-01-01,3.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,SE,2017-01-01,15.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,SI,2017-01-01,3.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,SK,2017-01-01,0.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,TR,2017-01-01,0.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,UK,2017-01-01,28.0,b,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,AL,2017-01-01,4.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,AT,2017-01-01,4.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,BE,2017-01-01,30.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,BG,2017-01-01,8.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,CH,2017-01-01,6.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,CY,2017-01-01,16.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,CZ,2017-01-01,2.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,DE,2017-01-01,22.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,DK,2017-01-01,66.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,EA20,2017-01-01,21.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,EE,2017-01-01,20.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,EL,2017-01-01,8.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,ES,2017-01-01,17.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,EU27_2020,2017-01-01,19.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,FI,2017-01-01,20.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,FR,2017-01-01,30.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,HR,2017-01-01,14.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,HU,2017-01-01,11.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,IE,2017-01-01,7.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,IS,2017-01-01,48.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,IT,2017-01-01,16.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,LT,2017-01-01,18.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,LU,2017-01-01,37.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,LV,2017-01-01,24.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,ME,2017-01-01,13.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,MK,2017-01-01,9.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,MT,2017-01-01,14.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,NL,2017-01-01,5.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,NO,2017-01-01,41.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,PL,2017-01-01,9.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,PT,2017-01-01,40.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,RO,2017-01-01,1.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,RS,2017-01-01,11.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,SE,2017-01-01,37.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,SI,2017-01-01,40.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,SK,2017-01-01,0.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,TR,2017-01-01,0.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,UK,2017-01-01,5.2,b,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,AL,2018-01-01,13.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,AT,2018-01-01,12.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,BE,2018-01-01,20.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,BG,2018-01-01,0.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,CH,2018-01-01,28.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,CY,2018-01-01,9.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,CZ,2018-01-01,5.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,DE,2018-01-01,7.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,DK,2018-01-01,8.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,EA20,2018-01-01,16.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,EE,2018-01-01,5.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,EL,2018-01-01,31.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,ES,2018-01-01,30.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,EU27_2020,2018-01-01,14.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,FI,2018-01-01,12.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,FR,2018-01-01,19.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,HR,2018-01-01,1.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,HU,2018-01-01,2.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,IE,2018-01-01,19.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,IS,2018-01-01,3.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,IT,2018-01-01,9.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,LT,2018-01-01,1.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,LU,2018-01-01,17.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,LV,2018-01-01,1.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,ME,2018-01-01,1.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,MK,2018-01-01,1.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,MT,2018-01-01,18.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,NL,2018-01-01,50.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,NO,2018-01-01,5.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,PL,2018-01-01,2.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,PT,2018-01-01,1.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,RO,2018-01-01,7.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,RS,2018-01-01,1.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,SE,2018-01-01,15.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,SI,2018-01-01,2.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,SK,2018-01-01,0.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,TR,2018-01-01,0.0,n,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,UK,2018-01-01,31.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,AL,2018-01-01,5.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,AT,2018-01-01,7.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,BE,2018-01-01,34.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,BG,2018-01-01,15.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,CH,2018-01-01,5.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,CY,2018-01-01,20.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,CZ,2018-01-01,3.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,DE,2018-01-01,22.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,DK,2018-01-01,54.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,EA20,2018-01-01,22.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,EE,2018-01-01,22.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,EL,2018-01-01,9.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,ES,2018-01-01,20.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,EU27_2020,2018-01-01,20.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,FI,2018-01-01,23.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,FR,2018-01-01,30.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,HR,2018-01-01,15.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,HU,2018-01-01,13.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,IE,2018-01-01,11.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,IS,2018-01-01,58.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,IT,2018-01-01,16.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,LT,2018-01-01,19.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,LU,2018-01-01,42.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,LV,2018-01-01,23.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,ME,2018-01-01,13.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,MK,2018-01-01,7.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,MT,2018-01-01,13.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,NL,2018-01-01,6.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,NO,2018-01-01,50.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,PL,2018-01-01,8.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,PT,2018-01-01,45.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,RO,2018-01-01,5.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,RS,2018-01-01,12.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,SE,2018-01-01,34.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,SI,2018-01-01,44.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,SK,2018-01-01,1.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,TR,2018-01-01,0.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,UK,2018-01-01,7.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,AL,2019-01-01,19.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,AT,2019-01-01,14.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,BE,2019-01-01,19.5,b,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,BG,2019-01-01,1.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,CH,2019-01-01,26.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,CY,2019-01-01,6.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,CZ,2019-01-01,3.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,DE,2019-01-01,8.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,DK,2019-01-01,7.9,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,EA20,2019-01-01,16.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,EE,2019-01-01,8.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,EL,2019-01-01,18.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,ES,2019-01-01,30.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,EU27_2020,2019-01-01,13.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,FI,2019-01-01,10.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,FR,2019-01-01,17.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,HR,2019-01-01,1.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,HU,2019-01-01,3.4,b,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,IE,2019-01-01,18.0,b,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,IS,2019-01-01,5.1,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,IT,2019-01-01,7.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,LT,2019-01-01,3.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,LU,2019-01-01,12.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,LV,2019-01-01,1.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC102,ME,2019-01-01,5.8,,
