DATAFLOW,LAST UPDATE,freq,spscheme,spdep,spdepm,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,LV,2007-01-01,1.15,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,MT,2007-01-01,0.99,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,NL,2007-01-01,0.94,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,NO,2007-01-01,2.75,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,PL,2007-01-01,0.87,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,PT,2007-01-01,1.15,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,RO,2007-01-01,1.65,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,SE,2007-01-01,2.82,p,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,SI,2007-01-01,1.71,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,SK,2007-01-01,1.51,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,TR,2007-01-01,0.31,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,UK,2007-01-01,2.56,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,AT,2008-01-01,2.88,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,BE,2008-01-01,2.1,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,BG,2008-01-01,1.29,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,CH,2008-01-01,1.34,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,CY,2008-01-01,1.88,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,CZ,2008-01-01,1.91,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,DE,2008-01-01,2.73,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,DK,2008-01-01,3.89,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EA19,2008-01-01,2.03,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EA20,2008-01-01,2.02,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EA21,2008-01-01,2.02,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EE,2008-01-01,1.73,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EL,2008-01-01,0.88,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,ES,2008-01-01,1.33,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EU27_2020,2008-01-01,2.06,p,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,FI,2008-01-01,2.81,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,FR,2008-01-01,2.56,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,HR,2008-01-01,1.44,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,HU,2008-01-01,2.72,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,IE,2008-01-01,2.82,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,IS,2008-01-01,2.7,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,IT,2008-01-01,1.01,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,LT,2008-01-01,1.82,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,LU,2008-01-01,3.55,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,LV,2008-01-01,1.37,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,MT,2008-01-01,1.13,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,NL,2008-01-01,1.15,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,NO,2008-01-01,2.67,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,PL,2008-01-01,1.24,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,PT,2008-01-01,1.23,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,RO,2008-01-01,1.47,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,RS,2008-01-01,0.94,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,SE,2008-01-01,2.92,p,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,SI,2008-01-01,1.75,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,SK,2008-01-01,1.45,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,TR,2008-01-01,0.29,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,UK,2008-01-01,2.62,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,AT,2009-01-01,3.09,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,BE,2009-01-01,2.26,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,BG,2009-01-01,1.94,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,CH,2009-01-01,1.45,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,CY,2009-01-01,1.98,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,CZ,2009-01-01,1.96,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,DE,2009-01-01,3.04,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,DK,2009-01-01,4.31,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EA19,2009-01-01,2.23,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EA20,2009-01-01,2.22,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EA21,2009-01-01,2.22,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EE,2009-01-01,2.22,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EL,2009-01-01,0.99,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,ES,2009-01-01,1.48,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EU27_2020,2009-01-01,2.26,p,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,FI,2009-01-01,3.16,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,FR,2009-01-01,2.69,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,HR,2009-01-01,1.57,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,HU,2009-01-01,2.86,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,IE,2009-01-01,3.23,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,IS,2009-01-01,2.91,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,IT,2009-01-01,1.17,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,LT,2009-01-01,2.75,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,LU,2009-01-01,3.77,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,LV,2009-01-01,1.75,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,MT,2009-01-01,1.15,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,NL,2009-01-01,1.26,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,NO,2009-01-01,3.11,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,PL,2009-01-01,1.28,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,PT,2009-01-01,1.36,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,RO,2009-01-01,1.64,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,RS,2009-01-01,1.07,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,SE,2009-01-01,3.06,p,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,SI,2009-01-01,2.08,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,SK,2009-01-01,1.68,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,TR,2009-01-01,0.34,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,UK,2009-01-01,2.95,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,AT,2010-01-01,3.13,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,BE,2010-01-01,2.22,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,BG,2010-01-01,1.93,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,CH,2010-01-01,1.46,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,CY,2010-01-01,1.94,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,CZ,2010-01-01,1.89,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,DE,2010-01-01,3.1,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,DK,2010-01-01,4.17,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EA19,2010-01-01,2.2,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EA20,2010-01-01,2.2,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EA21,2010-01-01,2.19,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EE,2010-01-01,2.22,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EL,2010-01-01,1.03,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,ES,2010-01-01,1.46,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EU27_2020,2010-01-01,2.23,p,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,FI,2010-01-01,3.14,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,FR,2010-01-01,2.58,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,HR,2010-01-01,1.58,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,HU,2010-01-01,2.84,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,IE,2010-01-01,2.95,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,IS,2010-01-01,2.82,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,IT,2010-01-01,1.05,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,LT,2010-01-01,2.22,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,LU,2010-01-01,3.62,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,LV,2010-01-01,1.54,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,MT,2010-01-01,1.09,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,NL,2010-01-01,1.22,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,NO,2010-01-01,3.07,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,PL,2010-01-01,1.34,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,PT,2010-01-01,1.33,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,RO,2010-01-01,1.65,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,RS,2010-01-01,1.12,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,SE,2010-01-01,2.96,p,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,SI,2010-01-01,2.13,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,SK,2010-01-01,1.68,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,TR,2010-01-01,0.31,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,UK,2010-01-01,3.1,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,AT,2011-01-01,2.87,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,BE,2011-01-01,2.24,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,BG,2011-01-01,1.79,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,CH,2011-01-01,1.45,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,CY,2011-01-01,1.85,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,CZ,2011-01-01,1.72,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,DE,2011-01-01,3.0,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,DK,2011-01-01,3.96,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EA19,2011-01-01,2.15,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EA20,2011-01-01,2.14,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EA21,2011-01-01,2.14,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EE,2011-01-01,1.91,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EL,2011-01-01,1.08,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,ES,2011-01-01,1.37,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,EU27_2020,2011-01-01,2.18,p,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,FI,2011-01-01,3.12,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,FR,2011-01-01,2.51,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,HR,2011-01-01,1.55,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,HU,2011-01-01,2.7,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,IE,2011-01-01,2.75,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,IS,2011-01-01,2.57,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,IT,2011-01-01,1.08,,
ESTAT:SPR_EXP_FFA(1.0),17/04/26 11:00:00,A,TOTAL,SPR,TOTAL,PC_GDP,LT,2011-01-01,1.69,,
